fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	lambda_l1	lambda_l2	verbosity	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221019 101634	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1232	TRUE	671017	0.00573702286303546	0.999191559549616	2922	26	5161	23120000	80
20221019 101659	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	73	TRUE	671017	0.140305216401109	0.999372455415014	3924	16	11861	23320000	81
20221019 102453	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1582	TRUE	671017	0.00506588155053704	0.528106496699551	7996	765	8449	24790000	82
20221019 102924	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	854	TRUE	671017	0.00581337509935297	0.928327340015816	5142	158	9690	24860000	83
20221019 103706	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1054	TRUE	671017	0.00516050803877303	0.391751050612875	861	1024	5996	25050000	84
20221019 104304	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1433	TRUE	671017	0.00513388867241119	0.200509645509693	6084	733	10846	24230000	85
20221019 104857	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	299	TRUE	671017	0.00510633721471605	0.404686893560867	449	1022	10448	25910000	86
20221019 105419	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1296	TRUE	671017	0.0052549850960279	0.658539502810764	7993	358	9405	24710000	87
20221019 110011	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1478	TRUE	671017	0.00529815817954023	0.200324898305003	6351	177	10160	24800000	88
20221019 110521	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1179	TRUE	671017	0.00570141219930076	0.216580186275937	6024	16	14783	21640000	89
20221019 111144	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1335	TRUE	671017	0.00507406023842357	0.769230650915087	3668	873	11548	24350000	90
20221019 111843	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1147	TRUE	671017	0.00513853166748257	0.489526972910001	3815	972	7406	25190000	91
20221019 111922	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	93	TRUE	671017	0.0462047945615683	0.999969269982373	7997	144	7906	24350000	92
20221019 112821	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1047	TRUE	671017	0.00512566063343928	0.23399237657965	288	1024	12865	24110000	93
20221019 113422	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1082	TRUE	671017	0.00632094645896725	0.488889585226241	5115	175	7345	24670000	94
20221019 114102	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1611	TRUE	671017	0.00500507704436145	0.638769595642941	5390	814	7912	24900000	95
20221019 114539	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	765	TRUE	671017	0.00510698082790692	0.302683332287705	502	16	10938	25250000	96
20221019 114555	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	30	TRUE	671017	0.292621578845613	0.819360086322481	7998	638	9478	24330000	97
20221019 114614	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	36	TRUE	671017	0.292331763500964	0.200518691519371	7998	234	8955	24330000	98
20221019 115038	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	729	TRUE	671017	0.00618398252169915	0.384771567801833	7990	16	10044	24480000	99
20221019 115054	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	20	TRUE	671017	0.299279304876906	0.998250125616154	5363	1024	10175	24290000	100
20221019 115606	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1231	TRUE	671017	0.00535311930630681	0.203827983743579	7960	605	5013	21900000	101
20221019 115630	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	36	TRUE	671017	0.243685878230278	0.200143610232969	4966	1023	7984	23400000	102
20221019 115645	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	17	TRUE	671017	0.299668923908404	0.999263260326914	6328	233	7683	2.4e+07	103
20221019 121002	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1685	TRUE	671017	0.00514074450697358	0.92226649838909	520	1024	9668	26110000	104
