Feature	Gain	Cover	Frequency
ctarjeta_master_debitos_automaticos	0.000100739755375569	0.000295857799815703	0.000187926036867672
Visa_delinquency	8.59592771037099e-05	0.000647653914490014	0.000654893764841886
catm_trx_other	7.51762816055596e-05	0.000205122760783424	0.000256262777546825
Master_msaldodolares	6.54905800950996e-05	0.000182424726968772	0.000170841851697883
cinversion2	6.01485279926093e-05	0.00101079619126033	9.11156542388711e-05
mforex_sell	4.85432094227906e-05	0.000204701390633119	0.000130978752968377
Master_delinquency	4.4144320945736e-05	7.24436919656648e-05	7.97261974590122e-05
mtarjeta_visa_descuentos	4.40651025969928e-05	0.000288635698147405	0.000148062938138166
cseguro_accidentes_personales	2.95233499282349e-05	4.6656181344375e-05	7.40314690690828e-05
mcaja_ahorro_adicional	2.91461101713411e-05	8.89547786953551e-05	3.41683703395767e-05
Master_madelantopesos	2.67000175807333e-05	6.99885542335372e-05	0.000227789135597178
mcheques_emitidos	2.61658248064353e-05	0.000310692541340387	6.83367406791533e-05
cseguro_vivienda	1.92925292764909e-05	4.06142586742878e-05	3.98630987295061e-05
tcuentas	1.84427532213902e-05	7.02974448179746e-05	1.70841851697883e-05
mcajeros_propios_descuentos	1.66360919998762e-05	0.000157090560384531	9.11156542388711e-05
ctarjeta_master_descuentos	1.54326321227469e-05	9.24896060673556e-05	3.98630987295061e-05
ccheques_emitidos	1.47325361100069e-05	0.000187698134432477	2.27789135597178e-05
ccheques_depositados	1.44674715724054e-05	0.000318664316460379	6.26420122892239e-05
ccajas_extracciones	1.05865934272584e-05	2.99018646905252e-05	1.70841851697883e-05
ccajeros_propios_descuentos	1.02400601776636e-05	0.000108397185684753	3.98630987295061e-05
minversion2	9.85817243348978e-06	0.000103824919880363	6.26420122892239e-05
ctarjeta_visa_descuentos	8.26446778970037e-06	5.33381527116053e-05	2.27789135597178e-05
minversion1_pesos	4.56762126476635e-06	6.93473636118675e-05	5.1252555509365e-05
Visa_cadelantosefectivo	4.06491110187827e-06	4.21341602191538e-05	6.83367406791533e-05
cforex_sell	3.42575189864041e-06	1.52378408825635e-05	1.13894567798589e-05
cseguro_vida	2.13256949060295e-06	0.000587463072694456	0.000831430344929699
cforex	3.32131556774477e-07	5.89175959484312e-06	5.69472838992944e-06
Visa_madelantopesos	2.21520586760208e-07	0.000222071775569054	0.000279041691106543
Master_Finiciomora	7.51666172244186e-08	2.3752030152677e-06	5.69472838992944e-06
Visa_madelantodolares	3.6762808204178e-08	0.000144287302592617	0.000130978752968377
Master_cadelantosefectivo	5.96513233465469e-12	2.9147623540725e-05	5.1252555509365e-05
Master_madelantodolares	1.9225451609158e-12	1.69119022385166e-06	1.13894567798589e-05
