fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	lambda_l1	lambda_l2	verbosity	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221019 090947	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1839	TRUE	671017	0.00517675542860747	0.203811494753626	1934	751	5638	25370000	77
20221019 092026	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	4588	TRUE	671017	0.00505436134411351	0.38282856543918	7318	26	8018	26050000	78
20221019 092556	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	677	TRUE	671017	0.00533371329951848	0.526588656873234	496	259	8320	26880000	79
20221019 092945	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1253	TRUE	671017	0.00518812417272854	0.993108215873543	3742	183	6928	26310000	80
20221019 093307	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1343	TRUE	671017	0.00887334037370404	0.992688185383553	3216	313	5077	24090000	81
20221019 093329	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	74	TRUE	671017	0.299042503326598	0.253473213690027	5774	16	7525	24390000	82
20221019 093348	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	94	TRUE	671017	0.176276422850601	0.203225741237773	7518	629	8867	25070000	83
20221019 093409	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	93	TRUE	671017	0.0805270215262949	0.997456803800049	6737	17	7699	25330000	84
20221019 093825	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1474	TRUE	671017	0.0050470029677756	0.742260884514264	3669	978	9251	25340000	85
20221019 094245	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1651	TRUE	671017	0.00512308396731743	0.998790057430101	4386	284	7514	26100000	86
20221019 094515	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	474	TRUE	671017	0.00959594698262242	0.899395827596794	1014	1024	8430	26500000	87
20221019 095012	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1092	TRUE	671017	0.00500177003595596	0.404778296371106	1566	190	7089	27030000	88
20221019 095526	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	757	TRUE	671017	0.00505343659046558	0.557702847202606	675	391	6495	27010000	89
20221019 100113	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1303	TRUE	671017	0.00561905771150333	0.561502318878706	1515	988	7090	27100000	90
20221019 100610	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1391	TRUE	671017	0.0065796832378427	0.214490907897271	792	324	7030	26820000	91
20221019 100925	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	507	TRUE	671017	0.00667838165691225	0.947944520929185	936	206	7055	26930000	92
20221019 101329	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1517	TRUE	671017	0.00588995476551826	0.570423993702692	9	16	9478	26330000	93
20221019 101440	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	258	TRUE	671017	0.102999760829869	0.286760517190648	3	1017	9623	2.3e+07	94
20221019 101544	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	184	TRUE	671017	0.0248507819522226	0.855984880817791	1017	267	7323	27120000	95
20221019 102125	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1470	TRUE	671017	0.00552096937215337	0.639269187767095	1012	988	7679	27210000	96
20221019 102341	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	252	TRUE	671017	0.0124475088843254	0.955851037773389	167	232	7856	27010000	97
20221019 102438	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	120	TRUE	671017	0.0378692035502705	0.536546248572937	658	432	8028	27070000	98
20221019 102541	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	234	TRUE	671017	0.0314657802669164	0.516032401493825	735	62	9114	26900000	99
20221019 102651	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	100	TRUE	671017	0.0243392972684553	0.683049489295494	133	277	6423	26040000	100
20221019 102737	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	139	TRUE	671017	0.034702016968261	0.613118570420181	1492	416	7328	26710000	101
20221019 102959	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	543	TRUE	671017	0.0080689431521246	0.945382739556355	2035	995	7013	26220000	102
20221019 103014	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	26	TRUE	671017	0.11220094892836	0.811195596512513	269	62	7619	25730000	103
