Feature	Gain	Cover	Frequency
ctrx_quarter	0.284892248325216	0.0716230064037453	0.0516010683293572
mtarjeta_visa_consumo	0.0377861288144886	0.0146119439044258	0.0213285683055954
mcaja_ahorro_noise	0.0341983358638928	0.0102041797320397	0.018401117753847
mprestamos_personales	0.0290380608657342	0.0193642899550118	0.00726159812186939
cpayroll_trx	0.0270545637962624	0.0164081979714935	0.00710952276853181
mpayroll	0.0260377258196058	0.04349151399754	0.0234671279619051
mpasivos_margen	0.0250765011597866	0.00929008132198968	0.0176502456967427
mrentabilidad_annual	0.0230994320099829	0.0191735215801582	0.0257767723907196
mpayroll_noise	0.0211490632068695	0.0275653485385061	0.0304245753770994
mcaja_ahorro	0.0209504991438438	0.0103999158815497	0.0189999144576138
mcuentas_saldo	0.0207746228779029	0.0190523153536409	0.0220889450722833
mactivos_margen	0.0178787610260838	0.0147608023027781	0.02316297725523
mcuentas_saldo_noise	0.0162768323473665	0.0114221701322845	0.0151219929475055
cliente_edad	0.0147598800317489	0.0443568690486327	0.0396631530923573
Master_Fvencimiento	0.0146156114974554	0.014965367940067	0.0185341836880174
Master_fechaalta	0.0132373241580278	0.016909287556765	0.0255486593607132
Visa_Fvencimiento	0.0128844695999239	0.0107937903485752	0.0193230745834561
Visa_fechaalta	0.0127884313019521	0.0148446754683631	0.0256056876182148
chomebanking_transacciones	0.012759290333423	0.0144344393992173	0.0179448916938343
Visa_status	0.0119612898605125	0.0119773997192446	0.00323160125842355
mcuenta_corriente	0.0118185860048598	0.0127805803021902	0.0157112849416886
mrentabilidad	0.0116353433153238	0.0110571748939048	0.0137533147674673
mtransferencias_recibidas	0.0115964088820096	0.00875609052371974	0.0118428681411639
Visa_mpagominimo	0.0113865980616516	0.0109714164825434	0.0143616161808176
cdescubierto_preacordado	0.0109868572665765	0.00503475282715568	0.00242370094381766
cproductos	0.0104126466792294	0.0369793017839978	0.0257862771003032
numero_de_cliente	0.0102534898202987	0.0105349143026374	0.0196462347092985
mcuenta_debitos_automaticos	0.00960633932677314	0.0118313869270842	0.00892492229899915
Visa_mpagospesos	0.00931239336790726	0.0106600797986782	0.0192470369067873
cliente_antiguedad	0.0093025003593438	0.0210622610158784	0.0261284466453128
ctarjeta_visa_transacciones	0.00905418165482352	0.0149898450944858	0.0166522511904649
mpasivos_margen_noise	0.00899366823813786	0.00862943064099006	0.0157112849416886
cprestamos_personales	0.00890604988412338	0.00516602510050941	0.00315556358175476
mtarjeta_master_consumo	0.00695300411360231	0.00829561924286024	0.00760376766687894
Master_mfinanciacion_limite	0.0069432192257256	0.0129851313693673	0.0203020596705668
mcomisiones	0.00693346650228829	0.0101865530641212	0.0151029835283383
Visa_mfinanciacion_limite	0.00659418844958921	0.00861903201551364	0.0142665690849816
mcomisiones_otras	0.00658591306419296	0.0178104439065967	0.0175171797625724
mttarjeta_visa_debitos_automaticos	0.00602146025185478	0.00894601826646814	0.0111490243415612
Visa_mconsumospesos	0.00601442120117452	0.0048922254591422	0.0130119474199466
Visa_msaldopesos	0.00572424247004892	0.00600498797770027	0.0124131507161799
mcomisiones_mantenimiento	0.00572021608251979	0.00295024113338726	0.00440068053720619
mcaja_ahorro_dolares	0.00558607683487293	0.00597351083476404	0.0110634819553089
mautoservicio	0.00519965654988058	0.00716088372867163	0.0148273469504139
Visa_cconsumos	0.00503015540016995	0.00506155866553734	0.0093051106823431
tcallcenter	0.00498579908479735	0.00350236538607466	0.00281339403674521
Visa_msaldototal	0.00487117897878408	0.00468467104847535	0.0116242598207412
ccallcenter_transacciones	0.00478099982457317	0.0115258972924512	0.00602598587600156
mpagomiscuentas	0.00455995125897006	0.00975009776196633	0.00767980534354773
ccomisiones_mantenimiento	0.00446501726846174	0.0120332634285129	0.00383990267177386
ccaja_ahorro	0.00419449124001691	0.0217454769992293	0.00877284694566158
mtransferencias_emitidas	0.00394934182594771	0.00777160580378943	0.00917204474817272
ccomisiones_otras	0.00382276418583841	0.00916521166256773	0.011367632661984
Master_status	0.00336941789109542	0.00586030486661665	0.0014066970183726
ctransferencias_recibidas	0.00325705250924158	0.0151810131971905	0.00577886342682799
Master_msaldopesos	0.00307596060505897	0.00537066358835763	0.00661527787018468
Master_mconsumospesos	0.00301721537130049	0.017394552100122	0.0122515706532587
ccajas_consultas	0.00294068241237952	0.00895831607434958	0.00196747488380493
Master_mpagospesos	0.00277648482746092	0.0145167453275542	0.0093336248110939
thomebanking	0.00275033626575305	0.00150828340822217	0.00231914913839808
ccaja_seguridad	0.00269032458101803	0.00760435992428706	0.00184391365921814
ctarjeta_debito_transacciones	0.00254665059689404	0.00596302478861653	0.0136772770907985
active_quarter	0.00254370582490882	0.000674321246810233	0.000712853218769901
Visa_mpagado	0.00250371431931404	0.00279943224049694	0.00378287441427227
ctarjeta_visa	0.00237824516420887	0.000981998298669578	0.00123561224586783
cmobile_app_trx	0.00226009774534966	0.00146618718768245	0.00313655416258756
Visa_mlimitecompra	0.00220908488036325	0.00700871221358212	0.00530362794764806
mextraccion_autoservicio	0.00219993405240825	0.00228432747459549	0.00395395918677705
Master_cconsumos	0.0021321956396757	0.00620467262752072	0.00610202355267035
ctarjeta_master	0.00210617671422025	0.000239006847761256	0.000551273155848723
