Feature	Gain	Cover	Frequency
ctrx_quarter	0.165952716610841	0.04111111179895	0.027510460251046
mcaja_ahorro_noise	0.080235189296712	0.0122576556142427	0.0130404463040446
mpasivos_margen	0.046329082085515	0.0135513035838022	0.0124476987447699
mtarjeta_visa_consumo	0.0409731206783369	0.0101017912127485	0.0120990237099024
mcaja_ahorro	0.0375009914052697	0.00566886489955086	0.0100767085076708
cpayroll_trx	0.035174421809403	0.0212168227064312	0.0100418410041841
mprestamos_personales	0.0350905867866093	0.0398964397703161	0.0220013947001395
mpasivos_margen_noise	0.0333220069365454	0.00650437920176008	0.0107740585774059
mpayroll	0.0321393312349088	0.027343284983299	0.0138772663877266
mpayroll_noise	0.0307312272356959	0.0240076524886879	0.0213389121338912
mcuentas_saldo	0.0181558819752414	0.0122609675584634	0.0194560669456067
ctarjeta_visa_transacciones	0.0177990384056169	0.00803472217558749	0.0103207810320781
mrentabilidad_annual	0.0170889737930242	0.0204807299821132	0.0297071129707113
Visa_status	0.0169873403520831	0.0217565464762872	0.00861227336122734
Visa_msaldototal	0.016887844338647	0.00339311309662384	0.0105997210599721
cprestamos_personales	0.0165313940292009	0.00827546727986845	0.0096234309623431
mactivos_margen	0.0146320187606099	0.0141481183547558	0.0237099023709902
mcuentas_saldo_noise	0.0130393984174032	0.00971091652478083	0.0170850767085077
mtransferencias_recibidas	0.0129673689987683	0.00860670611240233	0.0135634588563459
Visa_msaldopesos	0.0128582607248066	0.00445310010427443	0.0113668061366806
Visa_mpagominimo	0.0114161518910717	0.00731855427457676	0.0152022315202232
cdescubierto_preacordado	0.011331802373537	0.0135101377724385	0.0099721059972106
Master_fechaalta	0.0110587587567406	0.0167600991117812	0.0255927475592748
mrentabilidad	0.0108318731386786	0.0112431274297656	0.0195955369595537
mautoservicio	0.0101926091200447	0.00657592850140903	0.00756624825662483
mcuenta_debitos_automaticos	0.00975913060562902	0.0123275052042002	0.0135285913528591
cproductos	0.00936441484266056	0.0211473506054432	0.0178172942817294
cliente_edad	0.00904207074209779	0.0259352020064595	0.0278242677824268
chomebanking_transacciones	0.00869707133605863	0.0198712609196086	0.0251743375174338
mcuenta_corriente	0.00852697846214447	0.0192434886887281	0.0194909344490934
Visa_fechaalta	0.00822301422906729	0.00818240178184483	0.0171199442119944
Master_Fvencimiento	0.00809302673356447	0.0293838651955534	0.0236401673640167
Visa_mpagospesos	0.00780346605707044	0.00535759395501949	0.0147838214783821
Master_status	0.0074005495583498	0.0113375205315981	0.00578800557880056
Visa_Fvencimiento	0.00711950489365992	0.0115936727034981	0.0216875871687587
mtarjeta_master_consumo	0.00698154593632444	0.00664792325149969	0.00690376569037657
ccomisiones_mantenimiento	0.00635085155083442	0.0204997161296407	0.0120990237099024
